ordinal	jar	distribution_path	original_sha256	pom_relation	recovered_source_namespaces	stage1_disposition	candidate_artifact	candidate_sha256	later_scope	decision_reason
161	aws-java-sdk-greengrass-1.12.564.jar	lib/aws-java-sdk-greengrass-1.12.564.jar	27d2cb64ebea962a331576731971008dab9f152950a7e65d44bc346e054af85f	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-greengrass-1.12.564.jar	27d2cb64ebea962a331576731971008dab9f152950a7e65d44bc346e054af85f	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
162	aws-java-sdk-greengrassv2-1.12.564.jar	lib/aws-java-sdk-greengrassv2-1.12.564.jar	fab41e31f0960647a573527c91a1bfb5be24fa3f8d5e75873bde31ea29099c57	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-greengrassv2-1.12.564.jar	fab41e31f0960647a573527c91a1bfb5be24fa3f8d5e75873bde31ea29099c57	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
163	aws-java-sdk-groundstation-1.12.564.jar	lib/aws-java-sdk-groundstation-1.12.564.jar	f31874097811c4b9ca36d11746967206fb90f2da21ca729adf893ae998d3a708	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-groundstation-1.12.564.jar	f31874097811c4b9ca36d11746967206fb90f2da21ca729adf893ae998d3a708	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
164	aws-java-sdk-guardduty-1.12.564.jar	lib/aws-java-sdk-guardduty-1.12.564.jar	db25108b92f278a86562c87ab1007d2ba2e13b91230af42bf371d7bc7232439e	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-guardduty-1.12.564.jar	db25108b92f278a86562c87ab1007d2ba2e13b91230af42bf371d7bc7232439e	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
165	aws-java-sdk-health-1.12.564.jar	lib/aws-java-sdk-health-1.12.564.jar	e4e08bb6ea9d00a120c513b7db6600d59b274d15df85f2a389cfb17448fd7587	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-health-1.12.564.jar	e4e08bb6ea9d00a120c513b7db6600d59b274d15df85f2a389cfb17448fd7587	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
166	aws-java-sdk-healthlake-1.12.564.jar	lib/aws-java-sdk-healthlake-1.12.564.jar	c317ffbafd46fae53c9aa4cb78df8aa8e53e122d359c510b455d10fcd597a0b7	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-healthlake-1.12.564.jar	c317ffbafd46fae53c9aa4cb78df8aa8e53e122d359c510b455d10fcd597a0b7	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
167	aws-java-sdk-honeycode-1.12.564.jar	lib/aws-java-sdk-honeycode-1.12.564.jar	e0ed878bc85da1181f052c2995d1b9d91dcd03ae1a7ffc0039380cf25c9ae4e5	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-honeycode-1.12.564.jar	e0ed878bc85da1181f052c2995d1b9d91dcd03ae1a7ffc0039380cf25c9ae4e5	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
168	aws-java-sdk-iam-1.12.564.jar	lib/aws-java-sdk-iam-1.12.564.jar	21d69f0b08f583d08bd5cb0a1fa82ed08c900431b85054b3f71faaecb129600b	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-iam-1.12.564.jar	21d69f0b08f583d08bd5cb0a1fa82ed08c900431b85054b3f71faaecb129600b	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
169	aws-java-sdk-iamrolesanywhere-1.12.564.jar	lib/aws-java-sdk-iamrolesanywhere-1.12.564.jar	60e3c4ddd8095ce8c64a71c48d88e97c1bccc8b9b5bd438706a3518c058910cb	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-iamrolesanywhere-1.12.564.jar	60e3c4ddd8095ce8c64a71c48d88e97c1bccc8b9b5bd438706a3518c058910cb	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
170	aws-java-sdk-identitystore-1.12.564.jar	lib/aws-java-sdk-identitystore-1.12.564.jar	8f2b0669cefd669f0f5b72cbcc672223a99b7edd2c9be5529c7fa8fcda51140c	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-identitystore-1.12.564.jar	8f2b0669cefd669f0f5b72cbcc672223a99b7edd2c9be5529c7fa8fcda51140c	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
171	aws-java-sdk-imagebuilder-1.12.564.jar	lib/aws-java-sdk-imagebuilder-1.12.564.jar	2f283acebe546a0f4d8f54e9b787284a8b6924fcd9c4b56f8b5b56e7622d78ac	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-imagebuilder-1.12.564.jar	2f283acebe546a0f4d8f54e9b787284a8b6924fcd9c4b56f8b5b56e7622d78ac	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
172	aws-java-sdk-importexport-1.12.564.jar	lib/aws-java-sdk-importexport-1.12.564.jar	33704bf689269e5eee843f5154036be3f5b955606270db5a8d2a1f7145cacdc8	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-importexport-1.12.564.jar	33704bf689269e5eee843f5154036be3f5b955606270db5a8d2a1f7145cacdc8	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
173	aws-java-sdk-inspector-1.12.564.jar	lib/aws-java-sdk-inspector-1.12.564.jar	19feb18daa19bc837d54591ef0b73ac11140d6d848e00b918adfc0309dad9986	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-inspector-1.12.564.jar	19feb18daa19bc837d54591ef0b73ac11140d6d848e00b918adfc0309dad9986	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
174	aws-java-sdk-inspector2-1.12.564.jar	lib/aws-java-sdk-inspector2-1.12.564.jar	72b0c71c52c14a707a0dd61768925ac1eb470c69c0fc2a838871c2dd0e13d921	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-inspector2-1.12.564.jar	72b0c71c52c14a707a0dd61768925ac1eb470c69c0fc2a838871c2dd0e13d921	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
175	aws-java-sdk-internetmonitor-1.12.564.jar	lib/aws-java-sdk-internetmonitor-1.12.564.jar	ec1a8b92bde61fb1dfd76f526a96278b324876196722961901eff754b56707b2	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-internetmonitor-1.12.564.jar	ec1a8b92bde61fb1dfd76f526a96278b324876196722961901eff754b56707b2	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
176	aws-java-sdk-iot-1.12.564.jar	lib/aws-java-sdk-iot-1.12.564.jar	1bd98b1adb4ad61ecc5161ee0a370fc44aa8342663ab1d120d1252ff6d9dc114	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-iot-1.12.564.jar	1bd98b1adb4ad61ecc5161ee0a370fc44aa8342663ab1d120d1252ff6d9dc114	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
177	aws-java-sdk-iot1clickdevices-1.12.564.jar	lib/aws-java-sdk-iot1clickdevices-1.12.564.jar	1b084fdfc557154425e8becb57fdf7bfa513b3d9f2d914ed271d59d86a2ce56a	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-iot1clickdevices-1.12.564.jar	1b084fdfc557154425e8becb57fdf7bfa513b3d9f2d914ed271d59d86a2ce56a	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
178	aws-java-sdk-iot1clickprojects-1.12.564.jar	lib/aws-java-sdk-iot1clickprojects-1.12.564.jar	f06ad3d9019ada14c78c267555970292870e2ba79c63d104f665b49f871307cd	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-iot1clickprojects-1.12.564.jar	f06ad3d9019ada14c78c267555970292870e2ba79c63d104f665b49f871307cd	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
179	aws-java-sdk-iotanalytics-1.12.564.jar	lib/aws-java-sdk-iotanalytics-1.12.564.jar	512110eb29f199193292d9d00c58e9095f9debecdfa90ee0a2fa48b644ab5122	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-iotanalytics-1.12.564.jar	512110eb29f199193292d9d00c58e9095f9debecdfa90ee0a2fa48b644ab5122	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
180	aws-java-sdk-iotdeviceadvisor-1.12.564.jar	lib/aws-java-sdk-iotdeviceadvisor-1.12.564.jar	01e3b5aa1547d32fcd7d7c9dcf029a55f9a141b5983d46fea464a186a0338b14	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-iotdeviceadvisor-1.12.564.jar	01e3b5aa1547d32fcd7d7c9dcf029a55f9a141b5983d46fea464a186a0338b14	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
181	aws-java-sdk-iotevents-1.12.564.jar	lib/aws-java-sdk-iotevents-1.12.564.jar	2594b375109587c6e8346ccba33531e5e74192f1237b73f3bb60b12b5ac97801	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-iotevents-1.12.564.jar	2594b375109587c6e8346ccba33531e5e74192f1237b73f3bb60b12b5ac97801	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
182	aws-java-sdk-ioteventsdata-1.12.564.jar	lib/aws-java-sdk-ioteventsdata-1.12.564.jar	c5011cf18a3e41616ee4d9ee9d4786e4641a8dd9bd03dc7a44c2e028deb0cbf1	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-ioteventsdata-1.12.564.jar	c5011cf18a3e41616ee4d9ee9d4786e4641a8dd9bd03dc7a44c2e028deb0cbf1	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
183	aws-java-sdk-iotfleethub-1.12.564.jar	lib/aws-java-sdk-iotfleethub-1.12.564.jar	547652bb862de037804792f52da56c6c0637ea8628567f7ad92587774eb9975d	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-iotfleethub-1.12.564.jar	547652bb862de037804792f52da56c6c0637ea8628567f7ad92587774eb9975d	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
184	aws-java-sdk-iotfleetwise-1.12.564.jar	lib/aws-java-sdk-iotfleetwise-1.12.564.jar	6fb4576830bb7d59b1d9aec2e1077af2a5a215556d7e0c0da294878910cf1d28	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-iotfleetwise-1.12.564.jar	6fb4576830bb7d59b1d9aec2e1077af2a5a215556d7e0c0da294878910cf1d28	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
185	aws-java-sdk-iotjobsdataplane-1.12.564.jar	lib/aws-java-sdk-iotjobsdataplane-1.12.564.jar	0cb7dd4190a71411906082ef95fba985dbc2d36c9dd40ad09584c95892ba4e14	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-iotjobsdataplane-1.12.564.jar	0cb7dd4190a71411906082ef95fba985dbc2d36c9dd40ad09584c95892ba4e14	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
186	aws-java-sdk-iotroborunner-1.12.564.jar	lib/aws-java-sdk-iotroborunner-1.12.564.jar	b9aafd4cdb698c990289f0b2ba0e8578492cb47d27e66c80d005c3a4f8c3991d	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-iotroborunner-1.12.564.jar	b9aafd4cdb698c990289f0b2ba0e8578492cb47d27e66c80d005c3a4f8c3991d	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
187	aws-java-sdk-iotsecuretunneling-1.12.564.jar	lib/aws-java-sdk-iotsecuretunneling-1.12.564.jar	c9aeb505876ca2820c0fef7f8b8339901825b5ef069bfefcda1792c89829934e	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-iotsecuretunneling-1.12.564.jar	c9aeb505876ca2820c0fef7f8b8339901825b5ef069bfefcda1792c89829934e	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
188	aws-java-sdk-iotsitewise-1.12.564.jar	lib/aws-java-sdk-iotsitewise-1.12.564.jar	c01521faa3df47df45303c6f3be0b51ffe5a3066f3326becc93e91c7ac5edf1a	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-iotsitewise-1.12.564.jar	c01521faa3df47df45303c6f3be0b51ffe5a3066f3326becc93e91c7ac5edf1a	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
189	aws-java-sdk-iotthingsgraph-1.12.564.jar	lib/aws-java-sdk-iotthingsgraph-1.12.564.jar	325f5b6cc483c8bcd73f912bfccee9805050194357653fe4303af733810900fc	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-iotthingsgraph-1.12.564.jar	325f5b6cc483c8bcd73f912bfccee9805050194357653fe4303af733810900fc	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
190	aws-java-sdk-iottwinmaker-1.12.564.jar	lib/aws-java-sdk-iottwinmaker-1.12.564.jar	b547831a81528c9c67f2553773a98184f22345c9d35368807fbb86d87fc1288d	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-iottwinmaker-1.12.564.jar	b547831a81528c9c67f2553773a98184f22345c9d35368807fbb86d87fc1288d	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
191	aws-java-sdk-iotwireless-1.12.564.jar	lib/aws-java-sdk-iotwireless-1.12.564.jar	0ee95e386ae4c2d64942d7b92d79786bb5bef048d971c730397cba37ba3c6349	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-iotwireless-1.12.564.jar	0ee95e386ae4c2d64942d7b92d79786bb5bef048d971c730397cba37ba3c6349	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
192	aws-java-sdk-ivs-1.12.564.jar	lib/aws-java-sdk-ivs-1.12.564.jar	2b6015865ead7485cdb131a5e3fa176b11989b8f8759e54aa68c78c06b1a73cd	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-ivs-1.12.564.jar	2b6015865ead7485cdb131a5e3fa176b11989b8f8759e54aa68c78c06b1a73cd	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
193	aws-java-sdk-ivschat-1.12.564.jar	lib/aws-java-sdk-ivschat-1.12.564.jar	0f9dedbc2e043a461036e31e27885a77d773bbbd50f9ed9172cc49d838b4491b	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-ivschat-1.12.564.jar	0f9dedbc2e043a461036e31e27885a77d773bbbd50f9ed9172cc49d838b4491b	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
194	aws-java-sdk-ivsrealtime-1.12.564.jar	lib/aws-java-sdk-ivsrealtime-1.12.564.jar	86f985687c8e7c4c89185caf3a94a6847986e366c6ff7bdcc1a66f1e4de806f5	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-ivsrealtime-1.12.564.jar	86f985687c8e7c4c89185caf3a94a6847986e366c6ff7bdcc1a66f1e4de806f5	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
195	aws-java-sdk-kafka-1.12.564.jar	lib/aws-java-sdk-kafka-1.12.564.jar	dd9e9544005fd65973ce0836578b55dd87e38fda722012033f5a78e58f92f47e	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-kafka-1.12.564.jar	dd9e9544005fd65973ce0836578b55dd87e38fda722012033f5a78e58f92f47e	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
196	aws-java-sdk-kafkaconnect-1.12.564.jar	lib/aws-java-sdk-kafkaconnect-1.12.564.jar	89077cff5f9d981c29a422e70eb3127df37063ac40763410896c1bd104e5fa04	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-kafkaconnect-1.12.564.jar	89077cff5f9d981c29a422e70eb3127df37063ac40763410896c1bd104e5fa04	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
197	aws-java-sdk-kendra-1.12.564.jar	lib/aws-java-sdk-kendra-1.12.564.jar	85d2b1918ad3193505e1970a7a32172cf2ba925ec542c071c503d2fdbc736644	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-kendra-1.12.564.jar	85d2b1918ad3193505e1970a7a32172cf2ba925ec542c071c503d2fdbc736644	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
198	aws-java-sdk-kendraranking-1.12.564.jar	lib/aws-java-sdk-kendraranking-1.12.564.jar	519209445a28e7c16fc488ffb1ad41d461f616ec98e2f94e6864efb1967487af	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-kendraranking-1.12.564.jar	519209445a28e7c16fc488ffb1ad41d461f616ec98e2f94e6864efb1967487af	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
199	aws-java-sdk-keyspaces-1.12.564.jar	lib/aws-java-sdk-keyspaces-1.12.564.jar	f0c3a475cd4a25aaa01263de0bd0ac2330b6313e3e6460cac43f4e8cc0c83a1a	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-keyspaces-1.12.564.jar	f0c3a475cd4a25aaa01263de0bd0ac2330b6313e3e6460cac43f4e8cc0c83a1a	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
200	aws-java-sdk-kinesis-1.12.564.jar	lib/aws-java-sdk-kinesis-1.12.564.jar	bd5946b4764ae3de47f6bf3f32877e0d8e8d72ebd0b6c5dddfedc99e389bdfe9	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-kinesis-1.12.564.jar	bd5946b4764ae3de47f6bf3f32877e0d8e8d72ebd0b6c5dddfedc99e389bdfe9	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
201	aws-java-sdk-kinesisanalyticsv2-1.12.564.jar	lib/aws-java-sdk-kinesisanalyticsv2-1.12.564.jar	4e21ca9b80d70619155bf50041d5c18d72fabb2b27c1b5b280a98f2dce990f72	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-kinesisanalyticsv2-1.12.564.jar	4e21ca9b80d70619155bf50041d5c18d72fabb2b27c1b5b280a98f2dce990f72	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
202	aws-java-sdk-kinesisvideosignalingchannels-1.12.564.jar	lib/aws-java-sdk-kinesisvideosignalingchannels-1.12.564.jar	92424f22adede3e6c18da07567f8ae44360ea5408758113c285dd8279eb57697	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-kinesisvideosignalingchannels-1.12.564.jar	92424f22adede3e6c18da07567f8ae44360ea5408758113c285dd8279eb57697	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
203	aws-java-sdk-kinesisvideowebrtcstorage-1.12.564.jar	lib/aws-java-sdk-kinesisvideowebrtcstorage-1.12.564.jar	046038305487e1a229a8800de95daf915ccbeced9e6b6b691d1d22c944885e10	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-kinesisvideowebrtcstorage-1.12.564.jar	046038305487e1a229a8800de95daf915ccbeced9e6b6b691d1d22c944885e10	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
204	aws-java-sdk-kms-1.12.564.jar	lib/aws-java-sdk-kms-1.12.564.jar	78f34a37e1e257338745a900caf5a3eb4685bd5dfe972920b9eb0c65a37333a3	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-kms-1.12.564.jar	78f34a37e1e257338745a900caf5a3eb4685bd5dfe972920b9eb0c65a37333a3	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
